image_id,bottle_type,split
11ae0936-94d8-4fb0-974b-a4c9e8bcfc60_000000000031.png,"0,5L NRW brown crown cap",train
46bf360e-1d05-4ee3-839d-f96750851b66_000000000032.png,"0,5L NRW brown crown cap",train
86467c5d-4f7a-4b3d-8663-765c69a4ac25_000000000033.png,"0,5L Euro brown crown cap",train
3eff045a-53ca-4bfc-ab01-e3a212921ab1_000000000034.png,"0,5L NRW brown crown cap",train
375cacbc-ffff-44ce-9979-de311649a749_000000000035.png,"0,5L NRW brown crown cap",train
1dfdd7ad-bfd7-4d4e-b826-8b6e4d97df21_000000000036.png,"0,5L NRW brown crown cap",train
efa442f7-b678-4538-b106-b67db7a0aac4_000000000037.png,"0,5L Euro brown crown cap",train
08e92781-59a6-4469-a15b-c285010e9807_000000000038.png,"0,5L NRW brown crown cap",train
6919a9c0-6c38-410f-8aba-3463ce0aa345_000000000039.png,"0,33L Vichy brown crown cap",train
65d6344b-0db5-4aed-a239-4c34cf120401_000000000040.png,"0,5L NRW brown crown cap",train
347c02b2-83f3-4f8d-acbb-719840062d0a_000000000041.png,"0,5L NRW brown crown cap",train
c82613b3-38e5-40af-9b22-1283d53d18be_000000000042.png,"0,33L Vichy brown crown cap",train
1a068707-0dc4-4ff3-aca4-3bad55b4016a_000000000043.png,"0,5L NRW brown crown cap",train
28d2bc08-e547-4ec0-b908-2cb8130b90ac_000000000044.png,"0,5L NRW brown crown cap",train
bd04bd03-e4a7-4f8b-bf19-4fef51cac58c_000000000045.png,"0,5L NRW brown crown cap",train
53cd8990-e837-4901-84b3-b36214bb748c_000000000046.png,"0,5L NRW brown crown cap",train
f60ead92-6418-4f41-a92e-4374fce06eb1_000000000047.png,"0,5L Euro brown crown cap",train
84231f1a-401d-4582-94e9-be016455f945_000000000048.png,"0,5L NRW brown crown cap",train
4bf26171-9921-4106-84b1-af1c8ef4f24a_000000000049.png,"0,33L Vichy brown crown cap",train
404b5555-348a-4a61-a230-dfa821dccd5d_000000000050.png,"0,5L NRW brown crown cap",train
602714fe-7bb6-4cab-bdca-3af26cede2bd_000000000051.png,"0,5L NRW brown crown cap",train
39d0ea88-57b7-4cee-a4a7-97dfd039f7b6_000000000052.png,"0,5L NRW brown crown cap",train
a3779c93-4706-46db-9098-c871e0a63677_000000000053.png,"0,33L Vichy brown crown cap",train
cfc6cc9a-7717-4b7b-a18c-63fdcdbc410b_000000000054.png,"0,5L Euro brown crown cap",train
f42bb95b-83dd-41d9-b2de-bf1f2924e365_000000000055.png,"0,5L NRW brown crown cap",train
de44c44a-0dc1-46c8-8a95-87fb8a59df46_000000000056.png,"0,5L NRW brown crown cap",train
eae82c37-62ab-4854-b707-f46890f9b15a_000000000057.png,"0,33L Vichy brown crown cap",train
3e3dd31d-acc9-447a-9ba2-10d72b76d818_000000000058.png,"0,5L NRW brown crown cap",train
9fb2e557-4810-4f68-be47-2b33dfd2780c_000000000059.png,"0,5L NRW brown crown cap",train
105c4727-a4ed-4c25-ba40-555a6e40ebd9_000000000060.png,"0,5L NRW brown crown cap",train
60ab7664-640a-4698-a035-e1668eb9cd47_000000000061.png,"0,5L NRW brown crown cap",train
6fa055a4-2f4b-4013-a3e9-6f272ac3376b_000000000062.png,"0,5L NRW brown crown cap",train
441c6a2f-0ad3-4627-8558-78b90204f3a1_000000000063.png,"0,5L NRW brown crown cap",train
90decd1e-9a42-4caf-95b8-47c9b2070d10_000000000064.png,"0,5L NRW brown crown cap",train
6185e6e7-374b-4654-afb8-c88df2ceda3c_000000000065.png,"0,5L NRW brown crown cap",train
12ec5a10-91fe-40cb-9447-192b748d7c71_000000000066.png,"0,5L NRW brown crown cap",train
03739e14-8355-4136-8e88-125742b90d92_000000000067.png,"0,33L Vichy brown crown cap",train
c944f645-871e-4960-a241-eacf83b56786_000000000068.png,"0,5L NRW brown crown cap",train
75b41139-6f98-467c-b917-8e78c72cae16_000000000069.png,"0,5L Euro brown crown cap",train
6a3a2feb-fbdb-43bc-9961-9ddb3c995306_000000000070.png,"0,5L NRW brown crown cap",train
da667d3a-ecb6-4bfe-8804-d5b1c405beff_000000000071.png,"0,5L NRW brown crown cap",train
526901f5-4540-4b73-89a6-600ea2b154ba_000000000072.png,"0,5L Euro brown crown cap",train
129201d6-9478-46a5-8881-fdd75eb64cee_000000000073.png,"0,5L NRW brown crown cap",train
072a2bdf-e389-4430-8c8b-36758ecff62c_000000000074.png,"0,5L NRW brown crown cap",train
860fc70e-2aa4-4328-a0aa-0d720d010d2a_000000000075.png,"0,33L Vichy brown crown cap",train
91826d6e-da8a-451c-985d-707082391ff3_000000000076.png,"0,5L NRW brown crown cap",train
4667cbf3-c344-4c3f-8d25-ddc0c35bcad7_000000000077.png,"0,5L NRW brown crown cap",train
88a24f77-6fea-4733-9201-8741772ac80d_000000000078.png,"0,5L NRW brown crown cap",train
b4d9959e-e80e-4bb5-8e22-106190fa392a_000000000079.png,"0,5L NRW brown crown cap",train
e0b8e441-bdde-4f3b-8ba9-c09ee17971e9_000000000080.png,"0,5L Euro brown crown cap",train
81537883-3d84-434e-9b58-91b16ace4920_000000000081.png,"0,33L Vichy brown crown cap",train
37ff71d0-dc88-49a9-b0f3-ee1ae4d2b899_000000000082.png,"0,5L NRW brown crown cap",train
0d9b7ad6-7fcb-43d2-adbb-b710393be46c_000000000083.png,"0,5L Euro brown crown cap",train
1b5717b6-fd5b-4eef-ba57-b1833f79860c_000000000084.png,"0,5L NRW brown crown cap",train
4f7c5c1d-d0de-44f8-82c0-7446d6b04b5f_000000000085.png,"0,5L NRW brown crown cap",train
1b252f65-9625-481d-89bd-0cdcb2a3a1cb_000000000086.png,"0,33L Vichy brown crown cap",train
ea79964b-7242-41d0-91f1-77c26dddd355_000000000087.png,"0,5L NRW brown crown cap",train
73c267c8-6ce5-4d6f-b615-48e8289f5251_000000000088.png,"0,5L Euro brown crown cap",train
cd440c9b-3888-4432-8126-98c7cd27449a_000000000089.png,"0,5L NRW brown crown cap",train
a583ce7a-f238-4216-a26e-b90bff69d753_000000000090.png,"0,5L NRW brown crown cap",train
15bfaba6-7cfe-4f3a-95b9-ab6907a694e4_000000000091.png,"0,5L Euro brown crown cap",train
1c60e927-c0b2-4332-a371-d5bae887a5e5_000000000092.png,"0,5L NRW brown crown cap",train
16817e77-1f89-47e6-9ff7-b426154d6001_000000000093.png,"0,33L Vichy brown crown cap",train
ce09e311-b11a-4abf-a0c2-2be40e3ebf3c_000000000094.png,"0,33L Vichy brown crown cap",train
06ff10c9-d1a5-4a1f-8bc5-926a790a4724_000000000095.png,"0,5L NRW brown crown cap",train
32b0f8a5-fd75-4b31-ba66-cd78b42641f3_000000000096.png,"0,5L NRW brown crown cap",train
1c4f33cf-e4cb-4944-9f31-46056e62066e_000000000097.png,"0,33L Vichy brown crown cap",train
0d9fbd2e-1e9f-4088-8c26-b6be62ff0007_000000000098.png,"0,5L Euro brown crown cap",train
6d8d1776-128c-4643-8427-af88d49b748a_000000000099.png,"0,5L NRW brown crown cap",train
346a8adf-d43b-4587-9a18-cc5a2ea7bc7a_000000000100.png,"0,5L NRW brown crown cap",train
8902b7af-c39d-4d9a-941a-377dcdbe56e5_000000000101.png,"0,5L NRW brown crown cap",train
9e6165cf-1fca-40b9-ae74-6fb08e16a5da_000000000102.png,"0,5L NRW brown crown cap",train
e7d11dc0-431f-4e23-a8f7-22761f426e7c_000000000103.png,"0,5L Euro brown crown cap",train
10dfff9b-353c-466e-b3d5-f21dfaf33369_000000000104.png,"0,5L NRW brown crown cap",train
0179e904-1805-4b5c-89a5-dd25d3cf3904_000000000105.png,"0,5L NRW brown crown cap",train
885b1eb9-80e1-485a-87e2-2d7c2a27e032_000000000106.png,"0,5L NRW brown crown cap",train
6e22a687-a2d9-475e-b7b6-2e51f0b54bd6_000000000107.png,"0,33L Vichy brown crown cap",train
59147c15-314d-4b78-95b8-0126a53c7475_000000000108.png,"0,5L NRW brown crown cap",train
46f9c4fc-f3f5-44f2-aa90-20254295b8d1_000000000109.png,"0,5L NRW brown crown cap",train
1af8045e-487c-4021-b916-a9ae06cd1089_000000000110.png,"0,5L NRW brown crown cap",train
e024d6a9-14fb-4181-85fa-6f01348ba112_000000000111.png,"0,5L Euro brown crown cap",train
248ad59c-e1c7-411b-87d7-5c247178ad4e_000000000112.png,"0,5L NRW brown crown cap",train
cc427de5-1ce5-4737-9720-92b4f4123dd5_000000000113.png,"0,5L NRW brown crown cap",train
e3caa04d-aa23-4826-8955-f41700028395_000000000114.png,"0,5L NRW brown crown cap",train
9590f9a5-5384-4c9f-8e46-36b5da6451ba_000000000115.png,"0,5L NRW brown crown cap",train
9c771fbb-5fad-42ea-9ee7-dedd0e64b030_000000000116.png,"0,5L NRW brown crown cap",train
e45c40d2-ea97-4b1f-b3e4-6cd74eff69ef_000000000117.png,"0,5L NRW brown crown cap",train
a842f806-db79-46b5-868c-b72bb3a52d78_000000000118.png,"0,5L NRW brown crown cap",train
649c539f-6b23-495a-afae-689864754132_000000000119.png,"0,5L NRW brown crown cap",train
d08a079f-1892-4e78-b80c-eea9c64f2fa9_000000000120.png,"0,5L NRW brown crown cap",train
73ff45a0-3369-4fc5-af35-01e5841424cd_000000000121.png,"0,5L NRW brown crown cap",train
193fd045-b85a-4015-8422-352e52466d6e_000000000122.png,"0,5L NRW brown crown cap",train
2bb7f29c-0091-42fa-91eb-1af95cc3105a_000000000123.png,"0,5L NRW brown crown cap",train
e0428989-1380-4a1b-96b1-26997e47bbee_000000000124.png,"0,5L Euro brown crown cap",train
cb18343c-6c81-4b8c-bb1c-532379f7d96f_000000000125.png,"0,5L NRW brown crown cap",train
ff3b645c-42c0-4a4c-9936-05870277c2be_000000000126.png,"0,5L NRW brown crown cap",train
7c1bfea4-f0b0-427f-af89-ae3cf9db3a4e_000000000127.png,"0,5L NRW brown crown cap",train
3bf5d5a4-2f0e-447e-b07b-86625e0c4a41_000000000128.png,"0,5L NRW brown crown cap",train
eb357fe4-c890-474a-bc18-23ef6cd91d1d_000000000129.png,"0,5L NRW brown crown cap",train
497e2422-2967-4cdd-a0e9-6394abbbb5f8_000000000130.png,"0,5L NRW brown crown cap",train
45d47ed2-c1c6-48b4-9ae0-f8eceb510bdf_000000000131.png,"0,5L NRW brown crown cap",train
641f90dd-be8c-4a61-a6d2-eb8b3731f761_000000000132.png,"0,5L NRW brown crown cap",train
84f91f60-a9ef-4bcd-8371-70ddec396962_000000000133.png,"0,5L Euro brown crown cap",train
71bfe5d7-446d-4e9a-ad93-03694540710e_000000000134.png,"0,5L NRW brown crown cap",train
f32cb040-dc5d-4888-b360-35088d37732b_000000000135.png,"0,5L NRW brown crown cap",train
43b3f49d-b7f3-408c-be71-0075805a4344_000000000136.png,"0,5L NRW brown crown cap",train
6c8d4c33-8651-4ac4-8379-fb4b39b308a8_000000000137.png,"0,5L Euro brown crown cap",train
cf6263bb-cf4c-42f7-9d79-abba9a2770b2_000000000138.png,"0,33L Vichy brown crown cap",train
e1bb1753-4d01-487a-a579-9259ff5057ce_000000000139.png,"0,5L NRW brown crown cap",train
3341a1d9-fc06-4152-9265-c19470b42b92_000000000140.png,"0,5L NRW brown crown cap",train
a899e804-ea52-4b36-9e3c-5f6463a754ae_000000000141.png,"0,5L NRW brown crown cap",train
a40354e8-e38e-4633-8695-37ca199f61ef_000000000142.png,"0,5L NRW brown crown cap",train
05c9bae5-70d3-4efe-88bb-b003c79e516e_000000000143.png,"0,5L NRW brown crown cap",train
15e732ad-8061-4c05-8090-3de2d48fee10_000000000144.png,"0,5L NRW brown crown cap",train
a778c691-0103-40a3-b9b4-3bf0ef22f1cb_000000000145.png,"0,33L Vichy brown crown cap",train
2d15991a-c073-4330-9a71-bb097bee4bb1_000000000146.png,"0,5L NRW brown crown cap",train
6c67c2e3-5127-4727-8aba-aa909c89d52b_000000000147.png,"0,5L NRW brown crown cap",train
cf82839b-c5f6-4eab-94ff-9583711e1605_000000000148.png,"0,33L Vichy brown crown cap",train
7b297698-b2e7-4551-8771-f4ba51c417e3_000000000149.png,"0,5L NRW brown crown cap",train
baab569b-14ab-41bc-9b15-2b3f53bd8f62_000000000150.png,"0,5L Euro brown crown cap",train
29b000ad-5a7d-41b4-8015-8b769f324472_000000000151.png,"0,5L NRW brown crown cap",train
f1acaba4-5570-4bc8-a8cb-2f7f2228002b_000000000152.png,"0,5L NRW brown crown cap",train
3da0443c-2db2-40d2-8848-3ebc3b96cd33_000000000153.png,"0,5L NRW brown crown cap",train
716c14fd-de18-477c-ae4d-5a42038abc8b_000000000154.png,"0,5L Euro brown crown cap",train
6e732dab-4405-4633-b557-63b7e088f5a3_000000000155.png,"0,5L NRW brown crown cap",train
60d0f368-ffbd-4ed3-ac2c-bec9f12a02a2_000000000156.png,"0,33L Vichy brown crown cap",train
0db19625-3970-45dc-929b-f85b88695ac3_000000000157.png,"0,5L Euro brown crown cap",train
49567ae9-f876-4951-bebe-ff20e38fc9e5_000000000158.png,"0,5L Euro brown crown cap",train
3e63f921-a03a-4043-a924-93be51ffc351_000000000159.png,"0,5L NRW brown crown cap",train
33fa3d9d-6ca3-4471-b416-a8bc8b611a73_000000000160.png,"0,5L Euro brown crown cap",train
3617da79-7a4a-4338-8c6b-8e39100db583_000000000161.png,"0,5L NRW brown crown cap",train
6ce2f49d-7a0f-471b-8c55-04a33a36db5b_000000000162.png,"0,5L NRW brown crown cap",train
eaf0f318-3465-4a3a-b97a-13cb5bf3949d_000000000163.png,"0,33L Vichy brown crown cap",train
bc892d96-0f48-4bd6-804a-de29523cbe03_000000000164.png,"0,5L NRW brown crown cap",train
eba75ff7-e9dd-42c5-a56a-e69b6911ec8d_000000000165.png,"0,33L Vichy brown crown cap",train
9ad2acd8-bdf9-4538-9014-99f443896177_000000000166.png,"0,5L Euro brown crown cap",train
818b97ae-c44e-4c09-9296-fd7adc15e264_000000000167.png,"0,5L NRW brown crown cap",train
038ca299-bb2b-4d33-baa3-ff2935b17783_000000000168.png,"0,5L NRW brown crown cap",train
e0df1b94-ac0d-48ad-8bc7-720f0dbb09a6_000000000169.png,"0,33L Vichy brown crown cap",train
9502d364-9380-48ef-89c3-11a4523933df_000000000170.png,"0,5L NRW brown crown cap",train
c1493508-a455-4a1f-bde2-d2b023555f1e_000000000171.png,"0,33L Vichy brown crown cap",train
b30459f6-9643-4c09-a097-ac256e2aa932_000000000172.png,"0,5L NRW brown crown cap",train
041de22b-f844-4c8e-81fb-971249b3d993_000000000173.png,"0,5L NRW brown crown cap",train
5d6ee02c-44ed-4a7a-88f4-508b80e997e0_000000000174.png,"0,5L Euro brown crown cap",train
81ef4576-9b83-423c-8408-232f78bff6d2_000000000175.png,"0,5L NRW brown crown cap",train
e32756ed-5b4b-49d8-a2c2-33b80288ced6_000000000176.png,"0,5L NRW brown crown cap",train
009e9e46-d908-4ae0-9e70-ec390a63004b_000000000177.png,"0,5L NRW brown crown cap",train
521ff9c9-b537-4305-96cc-0fea0a8ea578_000000000178.png,"0,5L NRW brown crown cap",train
a069ac8f-54d0-43f0-81f1-8b5c6f6c194e_000000000179.png,"0,33L Vichy brown crown cap",train
a00a8f56-fce7-438b-b70c-442c048803a2_000000000180.png,"0,5L NRW brown crown cap",train
2cc281b3-01a6-478e-b67a-d1335532770d_000000000181.png,"0,5L NRW brown crown cap",train
fe198410-bf8c-47ed-87d9-f1f398e32138_000000000182.png,"0,5L NRW brown crown cap",train
644e7a7b-871a-4d1e-8c6b-4c25d80a6217_000000000183.png,"0,5L NRW brown crown cap",train
79ab8ea2-574c-4156-9426-be7ff2e321fa_000000000184.png,"0,5L NRW brown crown cap",train
456ff2d1-9051-4df7-b566-d51ce4200daf_000000000185.png,"0,5L NRW brown crown cap",train
6264b407-712c-41ef-a9f0-d829f7ba3d35_000000000186.png,"0,5L NRW brown crown cap",train
8ec2a444-fd06-4947-9ba6-79030295d6ba_000000000187.png,"0,33L Vichy brown crown cap",train
164c0842-de81-4978-b238-87cd5c42248f_000000000188.png,"0,5L Euro brown crown cap",train
0ff9f578-8b0b-4ab2-8f77-e9e6dc02357f_000000000189.png,"0,5L NRW brown crown cap",train
30c3f24b-1534-419a-9953-84a61e87312b_000000000190.png,"0,33L Vichy brown crown cap",train
6b327254-7682-4d5e-9acb-f7341349b007_000000000191.png,"0,5L NRW brown crown cap",train
7f87bd31-12fd-49e4-89d7-f22a35892ba2_000000000192.png,"0,5L NRW brown crown cap",train
cedd010f-4bb1-4ba7-ab24-7b381f09fc8d_000000000193.png,"0,5L NRW brown crown cap",train
9820082b-283e-4616-91c1-48682decf1ad_000000000194.png,"0,5L NRW brown crown cap",train
a1119984-950e-4134-84c4-a1c3da5686ee_000000000195.png,"0,5L NRW brown crown cap",train
2350c0d6-d93b-4401-92ad-de7cfadc8653_000000000196.png,"0,5L NRW brown crown cap",train
1b1f8dd8-042f-4c94-b845-821e9847af8b_000000000197.png,"0,5L NRW brown crown cap",train
0c79051e-640c-4792-a956-28a247882393_000000000198.png,"0,5L Euro brown crown cap",train
de572ced-6c78-4c0e-9f0b-bf731c9ac516_000000000199.png,"0,33L Vichy brown crown cap",train
701da4ae-95cc-419d-aad4-566e6cdab6d6_000000000200.png,"0,5L NRW brown crown cap",train
f86784fe-b78d-402e-bfdb-aad5b0af30ad_000000000201.png,"0,5L NRW brown crown cap",train
39fe49d9-868b-4d15-9394-4e4e557c5350_000000000202.png,"0,5L Euro brown crown cap",train
ee498884-eb84-42b5-9dbb-3833c4de4c96_000000000203.png,"0,5L Euro brown crown cap",train
fcde6338-3213-44e0-a2f1-99f95f1f726b_000000000204.png,"0,5L NRW brown crown cap",train
a5f2621f-bdc4-4863-be01-f269f9f2f7f6_000000000205.png,"0,5L NRW brown crown cap",train
2bd0b2f4-63aa-418c-9051-66861e88841a_000000000206.png,"0,5L NRW brown crown cap",train
a2036c6c-37e9-4d4c-9a46-fb748273b8b0_000000000207.png,"0,5L Euro brown crown cap",train
a44b0c76-2b40-49d9-8b50-c4da397757df_000000000208.png,"0,33L Vichy brown crown cap",train
08bc31c7-a1f8-4eb0-9647-bb3920d9c7af_000000000209.png,"0,5L NRW brown crown cap",train
d8c9028c-9ed4-4b21-aaf4-35a48d98072d_000000000210.png,"0,5L NRW brown crown cap",train
4d132dbb-1bc3-4f1a-bfd2-90c32683f4e3_000000000211.png,"0,5L Euro brown crown cap",train
e55af5cb-9518-4e3f-aeac-14df50b80319_000000000212.png,"0,33L Vichy brown crown cap",train
4c52fa18-e1b4-4b02-9d3f-43cfe21cc588_000000000213.png,"0,5L NRW brown crown cap",train
807923f0-e172-48b3-b3e8-de9f842e2c16_000000000214.png,"0,33L Vichy brown crown cap",train
d1351389-8c7d-48ff-a9ff-0b6fe79122c0_000000000215.png,"0,5L NRW brown crown cap",train
39b422b8-be2a-4471-90aa-0d697ac1348e_000000000216.png,"0,5L NRW brown crown cap",train
1d0de42d-5ca8-49e4-97a9-777fc588b458_000000000217.png,"0,5L NRW brown crown cap",train
0a6f7b9e-9d15-446b-ac41-99732c202ef5_000000000218.png,"0,33L Vichy brown crown cap",train
5efc353d-1eb6-4834-8360-b79402765e9e_000000000219.png,"0,5L NRW brown crown cap",train
cc4661c0-8b94-46c4-9fad-0cff17f51f90_000000000220.png,"0,5L NRW brown crown cap",train
14cef9f8-d836-4f86-9b0e-c37be22aa684_000000000221.png,"0,5L NRW brown crown cap",train
1f9804b0-550b-4f2b-8a3b-cba6b0755db7_000000000222.png,"0,5L NRW brown crown cap",train
36584449-a07e-4617-b980-1e7d6d1510c0_000000000223.png,"0,5L NRW brown crown cap",train
3aee040b-347c-4be6-9942-ea26c422592a_000000000224.png,"0,5L NRW brown crown cap",train
49adde19-e9db-44e0-8fb8-b56fe3aa9316_000000000225.png,"0,5L NRW brown crown cap",train
e494f654-e72d-41ec-acd1-0a23791a9472_000000000226.png,"0,5L NRW brown crown cap",train
9e3b4d65-8a0f-452c-90a9-13e177f7bd33_000000000227.png,"0,5L NRW brown crown cap",train
6cd572fe-ad8c-424d-bc49-4bb662639a21_000000000228.png,"0,33L Vichy brown crown cap",train
53c0727a-bfbf-40fc-a513-2b5c4c765cc9_000000000229.png,"0,5L NRW brown crown cap",train
c7f2e833-2766-413c-867b-337273b1dca9_000000000230.png,"0,5L NRW brown crown cap",train
d7f79d54-63f5-49f6-8676-075d1bf0f24d_000000000231.png,"0,33L Vichy brown crown cap",train
b915fda5-04e2-417f-bce6-99dda1de8d89_000000000232.png,"0,5L NRW brown crown cap",train
d8c86cf3-7b83-441d-b5d3-2ace978df12d_000000000233.png,"0,5L NRW brown crown cap",train
fad53bc1-18fe-445e-850c-06dfbf30576b_000000000234.png,"0,33L Vichy brown crown cap",train
56d3a132-c87e-475a-a2f7-3ef9f3d9f3cc_000000000235.png,"0,5L NRW brown crown cap",train
ab493fc1-9964-486b-806c-a44715ef1924_000000000236.png,"0,5L Euro brown crown cap",train
61678106-78dc-4cbe-a834-644f3b68f829_000000000237.png,"0,5L NRW brown crown cap",train
e68b040d-4636-422d-b673-6a31fc86e826_000000000238.png,"0,5L NRW brown crown cap",train
75b7ae3e-c365-4259-9095-0c688b51835f_000000000239.png,"0,5L Euro brown crown cap",train
5ed0fe7c-bf81-4c8e-adb5-7a773b8e8936_000000000240.png,"0,33L Vichy brown crown cap",train
d5360968-7779-4d19-bc8c-f57a2b932a26_000000000241.png,"0,33L Vichy brown crown cap",train
fec46607-1554-4a9d-b74c-3f02316cb49c_000000000242.png,"0,5L NRW brown crown cap",train
e1af9d91-a6c5-4bd6-966c-373079110f33_000000000243.png,"0,5L NRW brown crown cap",train
6e16ac19-0d4b-452f-8e78-7e7eb3f37b30_000000000244.png,"0,5L Euro brown crown cap",train
8fa52c26-4420-4e60-b64b-f58aa8e4d6a0_000000000245.png,"0,5L NRW brown crown cap",train
632f9159-02d3-43c9-ba14-4e8962046ec5_000000000246.png,"0,5L NRW brown crown cap",train
201accd4-65f5-4545-85e3-2dcf04c4ac0b_000000000247.png,"0,5L Euro brown crown cap",train
e33a81f2-558d-490b-bbd1-70d12f07d046_000000000248.png,"0,5L NRW brown crown cap",train
c27c68f1-6b69-4738-87a6-ca679d51f52a_000000000249.png,"0,5L NRW brown crown cap",train
6fbeb174-257a-4dfd-92fc-bd70bf973b73_000000000250.png,"0,33L Vichy brown crown cap",train
471dd72c-33c4-4564-b08e-08c826787acb_000000000251.png,"0,5L NRW brown crown cap",train
18208103-4c7b-4f5e-8d08-567179f57240_000000000252.png,"0,5L NRW brown crown cap",train
388225db-9357-4429-b5a7-67ca32717c2f_000000000253.png,"0,33L Vichy brown crown cap",train
c446e1a8-4c0a-407b-8f99-a33ad8787e90_000000000254.png,"0,5L NRW brown crown cap",train
e9ffc16e-b9f6-4ad3-9080-5d8f0d6d7f94_000000000255.png,"0,5L NRW brown crown cap",train
d24d1848-23a0-4fdf-be08-71b5afa340c7_000000000256.png,"0,5L NRW brown crown cap",train
63a8958e-172e-4421-9718-bedd5bbf647c_000000000257.png,"0,5L NRW brown crown cap",train
68279ac9-5519-4eae-9da6-019b7143230d_000000000258.png,"0,5L NRW brown crown cap",train
455fcf64-8d71-43bc-8b75-ca953d7b3560_000000000259.png,"0,5L NRW brown crown cap",train
a861e97b-02be-428e-8b58-1385428104f9_000000000260.png,"0,5L NRW brown crown cap",train
d02dd699-27c6-47c9-8e94-9e766fc30d3d_000000000261.png,"0,5L Euro brown crown cap",train
2975ef7b-4df9-46ff-ab48-5020e1b5722e_000000000262.png,"0,5L NRW brown crown cap",train
bcd18030-bd54-4372-b59a-1544bb7a0f7f_000000000263.png,"0,33L Vichy brown crown cap",train
f1d129c7-17b4-4b6d-8fbd-2fee3793bb4b_000000000264.png,"0,5L NRW brown crown cap",train
51914b11-369b-472a-abf1-f3872a098449_000000000265.png,"0,5L NRW brown crown cap",train
f764db67-c1f2-4910-b682-244955c4d0f1_000000000266.png,"0,5L NRW brown crown cap",train
6dbdad94-0ddb-455c-93c8-9fef994c34f1_000000000267.png,"0,5L NRW brown crown cap",train
3eb24f1b-db68-4395-a5d4-c039a6b3e5fa_000000000268.png,"0,5L NRW brown crown cap",train
0fc1de5a-cbc3-47e3-af27-fa2d57d4ef27_000000000269.png,"0,5L Euro brown crown cap",train
249142f9-eca7-437b-868c-ce6a0f7990ed_000000000270.png,"0,5L NRW brown crown cap",train
a4f2f116-3b12-4e67-9b35-5d716351a0fa_000000000271.png,"0,33L Vichy brown crown cap",train
10170d86-87b0-40d0-9595-f7b8ba9d0eda_000000000272.png,"0,5L NRW brown crown cap",train
f10f0cbd-168d-4b3f-a7d9-efabb4c6648c_000000000273.png,"0,5L NRW brown crown cap",train
